id,clean_text,Political,Economic,Technical,Market,Other
303,This is very good for commun1ty!,0,0,0,0,1
304,: Not your keys not your coins. Heavily featuring and others http,0,0,0,0,1
305,yes they must have when they need there sending to customer wallet but kepping somewhere,0,0,0,0,1
306,Can someone elaborate? Fake BTC?,0,0,0,0,1
307,: BREAKING El Salvador President: We are buying one day starting tomorrow.,1,0,0,0,0
308,: This Indicator screams BOTTOM!,0,0,0,1,0
309,: FTX HELD ZERO were selling fake Bitcoin. Take your Bitcoin OFF exchanges!,0,0,0,1,0
310,: FTX HELD ZERO were selling fake Bitcoin. Take your Bitcoin OFF exchanges!,0,0,0,1,0
311,": "" has achieved a level of computing that no single nation state can overthrow it through computation alone."":",0,1,0,0,0
312,"WallStreetBets Whales, just announced a really BIG Massive Event! This Massive Pump Signal wi",0,1,0,0,0
313,They must have had some. Before the halt of withdrawals I moved my $BTC off.,0,0,0,0,1
314,: FTX HELD ZERO were selling fake Bitcoin. Take your Bitcoin OFF exchanges!,0,0,0,1,0
315,"Paper Bitcoin... same as how people hold Paper Gold, they never actually take possessio",0,1,0,0,0
316,didn't do enough economic damage. Not enough billionaires or multi millionaires,0,1,0,0,0
317,Do something to bring back life in btc ..,0,0,0,0,1
318,: This Indicator screams BOTTOM!,0,0,0,1,0
319,Atleast no lying to the customer,0,0,0,0,1
320,: FTX HELD ZERO were selling fake Bitcoin. Take your Bitcoin OFF exchanges!,0,0,0,1,0
321,"That's impossible, stop posting bullshit.",0,0,0,1,0
322,: FTX HELD ZERO were selling fake Bitcoin. Take your Bitcoin OFF exchanges!,0,0,0,1,0
323,: FTX HELD ZERO were selling fake Bitcoin. Take your Bitcoin OFF exchanges!,0,0,0,1,0
324,: BREAKING El Salvador President: We are buying one day starting tomorrow.,1,0,0,0,0
325,Eth is not decentralized ma dude,0,0,1,0,0
326,: FTX HELD ZERO were selling fake Bitcoin. Take your Bitcoin OFF exchanges!,0,0,0,1,0
327,I never tire of watching this video. is one of the greatest teachers of bitcoin we have.,0,0,0,0,1
328,": My conclusion is that bitcoin is the single greatest technology invention of our lifetime. A decentralized, peer-to-peer",0,0,1,0,0
329,Can you cite one instance where an actual bank stole customer deposits to buy mansions a,0,1,0,0,0
330,: FTX HELD ZERO were selling fake Bitcoin. Take your Bitcoin OFF exchanges!,0,0,0,1,0
331,Never ending saga I already see this coming on,0,0,0,0,1
332,: BREAKING El Salvador President: We are buying one day starting tomorrow.,1,0,0,0,0
333,This is very good for commun1ty! qofj,0,0,0,0,1
334,Binance not responsible for bridge jumpers,0,0,0,1,0
335,he's trying to quietly pivot his brand. that's why all the generic advice posting rather,0,0,0,0,1
336,: BREAKING El Salvador President: We are buying one day starting tomorrow.,1,0,0,0,0
337,If this was a movie it would seem almost unbelievable,0,0,0,0,1
338,: FTX has misused customer funds and did all sorts of malpractice that they will pay for.,0,1,0,0,0
339,: FTX HELD ZERO were selling fake Bitcoin. Take your Bitcoin OFF exchanges!,0,0,0,1,0
340,Best trader in the world after Nancy Pelosi!,0,0,0,0,1
341,FTX has misused customer funds and did all sorts of malpractice that they will pay for.,0,1,0,0,0
342,: BREAKING El Salvador President: We are buying one day starting tomorrow.,1,0,0,0,0
343,: FTX HELD ZERO were selling fake Bitcoin. Take your Bitcoin OFF exchanges!,0,0,0,1,0
344,: FTX HELD ZERO were selling fake Bitcoin. Take your Bitcoin OFF exchanges!,0,0,0,1,0
345,How does one know if we bought the true BTC?,0,0,0,0,1
346,: FTX HELD ZERO were selling fake Bitcoin. Take your Bitcoin OFF exchanges!,0,0,0,1,0
347,This is very good for commun1ty!,0,0,0,0,1
348,: FTX HELD ZERO were selling fake Bitcoin. Take your Bitcoin OFF exchanges!,0,0,0,1,0
349,Probably real one they would buy at that time?,0,0,0,0,1
350,: My chat with Michael Saylor. We discussed: FTX - what were the Ethical digital assets Bitcoin custody Bear,0,1,0,0,0
351,yeah i expected it would be successful too until it didnt,0,0,0,0,1
352,: This Indicator screams BOTTOM!,0,0,0,1,0
353,: FTX HELD ZERO were selling fake Bitcoin. Take your Bitcoin OFF exchanges!,0,0,0,1,0
354,Classic shoot the messenger eh Greg?,0,0,0,0,1
355,This is very good for commun1ty!,0,0,0,0,1
356,This is very good for commun1ty! XxbH,0,0,0,0,1
357,This is very good for commun1ty! jGYB,0,0,0,0,1
358,: BREAKING El Salvador President: We are buying one day starting tomorrow.,1,0,0,0,0
359,This is very good for commun1ty!,0,0,0,0,1
360,This is very good for commun1ty! huQD,0,0,0,0,1
361,a bunch of children running a multi billion dollar exchange . what did you expect,0,1,0,0,0
362,"It's briliant move, so much people work on that scum",0,0,0,0,1
363,Isn't this just plain old fashioned theft?,0,0,0,0,1
364,This is very good for commun1ty!,0,0,0,0,1
365,"WallStreetBets Whales, just announced a really BIG Pump Event! This Pump Event will happen in",0,1,0,0,0
366,there is no logical reason to not approve spot etf vs derivatives etf unless someone else need to sour,0,0,0,0,1
367,This is very good for commun1ty! ufsQ,0,0,0,0,1
368,: FTX HELD ZERO were selling fake Bitcoin. Take your Bitcoin OFF exchanges!,0,0,0,1,0
369,: FTX HELD ZERO were selling fake Bitcoin. Take your Bitcoin OFF exchanges!,0,0,0,1,0
370,: This Indicator screams BOTTOM!,0,0,0,1,0
371,We are all in . to the moon RACA S THE BEST!!,0,0,0,0,1
372,They will attack Binance like Ripple. If Binance had the same FTX scheme CZ would not,0,0,0,1,0
373,Literally XRP already does that lol,0,0,0,0,1
374,yi baskiliyor. hkumeti yi ykseltmek istiyor. davasnda nin,0,0,0,0,1
375,: This week in crypto:1. India looking to legalize crypto2. Litecoin sponsors UFC fight3. Italy building blockchain strat,1,0,0,0,0
376,Buy and hold! We're about to go to the moon!,0,0,0,1,0
377,: This week in crypto:1. India looking to legalize crypto2. Litecoin sponsors UFC fight3. Italy building blockchain strat,1,0,0,0,0
378,Buy and buy more xrp car bientot il ne sera plus possible den acheter pour les particuliers,0,0,0,0,1
379,"when you have Jay Clayton on, you never ask him about regulati",0,0,0,0,1
380,: This week in crypto:1. India looking to legalize crypto2. Litecoin sponsors UFC fight3. Italy building blockchain strat,1,0,0,0,0
381,"Relist Xrp please, dont be scared.",0,0,0,1,0
382,Just I'M and ALTCOINS... NEXT GENERATION CRYPTOS LAYER,0,0,0,0,1
383,Bence yi de baskilayan . Adam manyak iler peinde. davasn bekliyor. boann kapsn aacak.,0,0,0,0,1
384,is going to have on momentarily.,0,0,0,0,1
385,I know BTC is a useless tech... While XRP is used everyday by the world's largest financial institutions.,0,1,0,0,0
386,Why is everybody paying so much time and attention to a market with less value than ?,0,0,0,1,0
387,Hey &amp; not include an unique for verified accounts?Let's start a twitter OG,0,0,0,0,1
388,It was great listening to ..what would be even more interesting is to have a debate between,0,0,0,0,1
389,Before and after xrp Still waiting for the sell slide to be completed lets short,0,0,0,1,0
390,: If only attend it ever happen?,0,0,0,0,1
391,"Nope, chose not to use Binance for ODL as a liquidity provider for a re",0,0,0,1,0
392,We are all in . to the moon RACA S THE BEST!!,0,0,0,0,1
393,: Dont forget: Validators nodes (1 on UNL)Times Square billboardMeet,0,0,0,0,1
394,": Mr Cz please stop the wild leveraged trades on ! Because it is no different from the casino, more than x negatively",0,1,0,0,0
395,: Dont forget: Validators nodes (1 on UNL)Times Square billboardMeet,0,0,0,0,1
396,Dont forget: Validators nodes (1 on UNL)Times Square bill,0,0,0,0,1
397,% say you know crypto normies are doomed. has Too much control over multiple product,0,0,0,1,0
398,: Who wants SOLOGENIC on ??Let's show them the power of LIKE &amp; RETWEET LFGGG $SOLO,0,0,0,0,1
399,X app all around everything app and $XRP being utilized,0,0,1,0,0
400,"Maybe that is true, but if Binance was that much at risk too, it seems pretty dangerous Pand",0,0,0,1,0
401,"You held XRP since ATH, your Tweet is desperate.",0,0,0,0,1
402,: Dear Mr Changpeng ZhaoWould you support in the ongoing lawsuit against The ?Thanks,1,0,0,0,0
403,Why don't encourage a small funded projects like . I hope this will be a very good,0,0,0,0,1
404,Why don't encourage a small funded projects like,0,0,0,0,1
405,: Wen ?- Noteworthy Project- is an ambitious project to revolutionize cross-border asset trading.,0,0,1,0,0
406,: Wen ?- Noteworthy Project- is an ambitious project to revolutionize cross-border asset trading.,0,0,1,0,0
407,: Come join Twitter spaces many great speakers few examples a lot more to come,0,0,0,0,1
408,": Additionally, a decentralized crypto currency isn't ""trying"" to be anything. It's just computer code, &amp; people",0,0,1,0,0
409,Fiat to Crypto onramp-offramp . UrustGlobal Ripple Liquidity Hub,0,1,0,0,0
410,: continues on its journey of build &amp; innovation Read the latest updates from :,0,0,0,0,1
411,Fiat to Crypto onramp-offramp . UrustGlobal Ripple Liquidity Hub,0,1,0,0,0
412,Thanks for chiming in David! It means alot yo the xrp holdlers,0,0,0,0,1
413,Facts we were already in bear market he just got us amazing entry points. If cr,0,0,0,1,0
414,Wrong wrong. Btc maxis are deluded. Btc is the truly decentralised crypto but the only ponzi is fraud e,0,0,1,0,0
415,: Who wants SOLOGENIC on ??Let's show them the power of LIKE &amp; RETWEET LFGGG $SOLO,0,0,0,0,1
416,"Additionally, a decentralized crypto currency isn't ""trying"" to be anything. It's just computer code, &amp;",0,0,1,0,0
417,: Wen ?- Noteworthy Project- is an ambitious project to revolutionize cross-border asset trading.,0,0,0,0,1
418,I understand your point of view. Which asset do you hold then? QNT? Surely not XRP...,0,0,0,0,1
419,Bizde bir ata sz var ( Ne ekerseniz onu biersiniz ) FTX ve muhtemelen bu davaya ek davasda son,0,0,0,0,1
420,Digital currency here to stay. Contactless crypto payments and broader social media utility - just around the corne,0,0,1,0,0
421,"Hahaha. Dont worry, Their judicial system is very very very slow. Ripple case is on since years and",1,0,0,0,0
422,Sorry Charles you sound like those crazy XRP army conspiracy theorists.,0,0,0,0,1
423,"This works, i am pissed i saw it late!",0,0,0,0,1
424,: Wen ?- Noteworthy Project- is an ambitious project to revolutionize cross-border asset trading.,0,0,1,0,0
425,"XRP the standard. No merge, no hacks, no gas fees, no upgrades required, it just works try it.",0,0,0,1,0
426,"&amp;confusing XRP with everything else. What happened to you Pomp, why your switched away from XRP when yo",0,0,0,1,0
427,How the f**k can it be truly decentralised when you dont know who the founders are? and yettheyknow,0,0,1,0,0
428,XRP WILL TAKE OVER EVERYTHING SOON,0,0,0,0,1
429,I have been earning from this for a while,0,0,0,0,1
430,: Except Bitcoin developers built a better technology understanding the shortcomings and that yielded XRPL. I ow,0,0,1,0,0
431,: Wen ?- Noteworthy Project- is an ambitious project to revolutionize cross-border asset trading.,0,1,0,0,0
432,We need it now. Time for a fresh start and let the past s,0,0,0,0,1
433,Except Bitcoin developers built a better technology understanding the shortcomings and that yielded XRP,0,0,1,0,0
434,": not sure what this is based on, Not banned in the UK but seeking a license in fact. - htt",1,0,0,0,0
435,": Its Not a Joke , Charles . Its a Grand Conspiracy but sorry the Grand Conspiracy title is o",0,0,0,0,1
436,"Its Not a Joke , Charles . Its a Grand Conspiracy but sorry the Grand Conspiracy ti",0,0,0,0,1
437,Whos next to go bankrupt? If I cannot sell my on Im going to be pretty upset .,0,1,0,0,0
438,What a croc of sh*t! All that's happening and they are trying to bring sh*t to your doors,0,0,0,0,1
439,XRP case is weakening perhaps new case is needed for to validate their existence expe,1,0,0,0,0
440,Crypto could only thrive as an unregulated vehic,0,0,0,0,1
441,: Wen ?- Noteworthy Project- is an ambitious project to revolutionize cross-border asset trading.,0,0,1,0,0
442,I have been earning from this for a while,0,0,0,0,1
443,: Sam and FTX are obviously well connected to this administration. Gary Gensler and the SEC havent even pursu,1,0,0,0,0
444,"I dont read bankruptcy anywhere, just the opposite Is BlockFi a can you guys guide m",0,1,0,0,0
445,The old generation Crypto will die!!! Functions and solutions in the crypto market will g,0,0,0,1,0
446,CNBC also had spread fud about xrp a couple days a,0,1,0,0,0
447,I have been earning from this for a while,0,0,0,0,1
448,"Life comes at you fast. During &amp; leading up to the bull market, shushed in a arg",0,0,0,0,1
449,": The awakening., the ledger that never sleeps. Those who purposefully misinform, gaslight, lie, will be exposed.W",0,0,0,0,1
450,Are you now going to come over to the XRP conspirator side? theres a lot of shit going on behind closed doors.,0,0,0,0,1
451,": The awakening., the ledger that never sleeps. Those who purposefully misinform, gaslight, lie, will be exposed.W",0,0,0,0,1
452,"Mr Cz please stop the wild leveraged trades on ! Because it is no different from the casino, more than x",0,0,0,0,1
453,": The awakening., the ledger that never sleeps. Those who purposefully misinform, gaslight, lie, will be exposed.W",0,0,0,0,1
454,": Hi , Congrats!We see a huge synergy between &amp; Sologenic by offering infrastructure to tokenize K+ stoc",0,0,0,0,1
455,": The awakening., the ledger that never sleeps. Those who purposefully misinform, gaslight, lie, will be exposed.W",0,0,0,0,1
456,"The awakening., the ledger that never sleeps. Those who purposefully misinform, gaslight, lie, will be exp",0,0,0,0,1
457,Only mil.XRP on the FTX exchange!!..XRP Army is smart!!!..14 mil. is nothing comparrin,0,0,0,0,1
458,I use binance and Im in the uk to buy Xrp. Works fine. But moving to a leger,0,0,0,1,0
459,GM except to those going bankrupt $xrp,0,1,0,0,0
460,Need your help binance pay .... SUPPORT,0,0,0,0,1
461,: Wen ?- Noteworthy Project- is an ambitious project to revolutionize cross-border asset trading.,0,0,1,0,0
462,Dear Mr Changpeng ZhaoWould you support in the ongoing lawsuit against The ?Thanks,1,0,0,0,0
463,Kinda sounds like a familiar thing that happened with and hmmmmmm,0,0,0,0,1
464,"Fucking love Twitter!! I was upset at your opinion with the xrp thing, i cannot lie. I ne",0,0,0,0,1
465,Buy and wait pump. Will reach $ soon,0,0,0,0,1
466,: Dear Mr Changpeng ZhaoWould you support in the ongoing lawsuit against The ?Thanks,1,0,0,0,0
467,I just realized you're the dumbass that wrote the article. Brilliant.,0,0,0,0,1
468,: Wen ?- Noteworthy Project- is an ambitious project to revolutionize cross-border asset trading.,0,0,1,0,0
469,: Dear Mr Changpeng ZhaoWould you support in the ongoing lawsuit against The ?Thanks,1,0,0,0,0
470,We are all in . to the moon RACA S THE BEST!!,0,0,0,1,0
471,literally stole xrp from me in and support pretending I should give t,0,0,0,0,1
472,Dear Mr Changpeng ZhaoWould you support in the ongoing lawsuit against The ?Thanks,1,0,0,0,0
473,: important things in crypto you need to learn crypto VOCAB,0,0,0,0,1
474,: Sam and FTX are obviously well connected to this administration. Gary Gensler and the SEC havent even pursu,1,0,0,0,0
475,"Lets bro's save us, MAKE $ AGAIN.",0,0,0,0,1
476,We are all in . to the moon RACA S THE B,0,0,0,0,1
477,I lost all my because the FTX crash.The year was not good for cryptoTer,0,1,0,0,0
478,important things in crypto you need to learn crypto VOCAB,0,0,0,0,1
479,"Yo keep up the good work , convincing people bitcoin is the one Talk about Xrp , hbar , xdc",0,0,0,0,1
480,Best incentive is no incentive. Xrp,0,0,0,0,1
481,"There's a terrific irony saying ""trying to understand this space from people that",0,0,0,0,1
482,Replace your TO before collapse...,0,0,0,0,1
483,: Wen ?- Noteworthy Project- is an ambitious project to revolutionize cross-border asset trading.,0,0,1,0,0
484,The Latest &amp; Greatest &amp; More!,0,0,0,0,1
485,Crypto went way to far. Crypto lending firms became the new bank. We dont need new banks. Crypto,0,1,0,0,0
486,: Wen ?- Noteworthy Project- is an ambitious project to revolutionize cross-border asset trading.,0,0,1,0,0
487,: Sam and FTX are obviously well connected to this administration. Gary Gensler and the SEC havent even pursu,1,0,0,0,0
488,: Sam and FTX are obviously well connected to this administration. Gary Gensler and the SEC havent even pursu,1,0,0,0,0
489,"As you can see, these are the children of Syria, no one supports them. Why do you support the children of Ukraine a",1,0,0,0,0
490,"uh oh, another dip on the cards.. sell and buy",0,0,0,0,1
491,I thought Ripple was in parts of India? Maybe Im wrong,0,0,0,1,0
492,what a liar has achieved in half of your life what you never would be able to achieve....see y,0,1,0,0,0
493,: Sam and FTX are obviously well connected to this administration. Gary Gensler and the SEC havent even pursu,1,0,0,0,0
494,: Wen ?- Noteworthy Project- is an ambitious project to revolutionize cross-border asset trading.,0,0,1,0,0
495,: Wen ?- Noteworthy Project- is an ambitious project to revolutionize cross-border asset trading.,0,0,1,0,0
496,what exchanges will be left standing long term? needs to make a reliable trust w,0,0,0,0,1
497,Didnt CZ pull some shit with XRP on Coinmarket Cap? We arent praising him now are we?,0,0,0,1,0
498,- You missed $BTC - You missed $DOGE - You missed $XRP,0,0,0,1,0
499,: That is how they make the good folks looks like now. They empower bad/corrupts Govt official,1,0,0,0,0
500,Investors await details about 's recovery fund urges UK to craft bespoke regulatory fr,1,0,0,0,0
501,: Is it a coincidence that Binance's Abu Dhabi information and wadzpay's Abu Dhabi informat,1,0,0,0,0
502,: Wen ?- Noteworthy Project- is an ambitious project to revolutionize cross-border asset trading.,0,0,1,0,0
503,: Sam and FTX are obviously well connected to this administration. Gary Gensler and the SEC havent even pursu,1,0,0,0,0
504,That is how they make the good folks looks like now. They empower bad/corrupts Govt of,1,0,0,0,0
505,"not sure what this is based on, Not banned in the UK but seeking a license in fact.",1,0,0,0,0
506,: Sam and FTX are obviously well connected to this administration. Gary Gensler and the SEC havent even pursu,1,0,0,0,0
507,"what, in the markets, shopping, etc., will be removed and will be used in ev",0,0,0,0,1
508,: Wen ?- Noteworthy Project- is an ambitious project to revolutionize cross-border asset trading.,0,0,1,0,0
509,"what, in the markets, shopping, etc., will be removed and will be used in everything, ca",0,0,0,0,1
510,"what, in the markets, shopping, etc., will be removed and will be used in everything, ca",0,0,0,0,1
511,"see this, I think Binance gonna have a license in the Uk!",1,0,0,0,0
512,: Sam and FTX are obviously well connected to this administration. Gary Gensler and the SEC havent even pursu,1,0,0,0,0
513,"see this, I think Binance gonna have a license in the Uk!",1,0,0,0,0
514,"How much does own, and why was this not disclosed",0,0,0,0,1
515,Is it a coincidence that Binance's Abu Dhabi information and wadzpay's Abu Dhabi in,1,0,0,0,0
516,: Wen ?- Noteworthy Project- is an ambitious project to revolutionize cross-border asset trading.,0,0,1,0,0
517,: I use to think would purposely FUD ripple and XRP. Now I know hes just stupid.,0,0,0,1,0
518,: Sam and FTX are obviously well connected to this administration. Gary Gensler and the SEC havent even pursu,1,0,0,0,0
519,: Wen ?- Noteworthy Project- is an ambitious project to revolutionize cross-border asset trading.,0,0,1,0,0
520,: Sam and FTX are obviously well connected to this administration. Gary Gensler and the SEC havent even pursu,1,0,0,0,0
521,"How much does own, and why was this not disclosed along with",0,0,0,0,1
522,We are all in . to the moon RACA S THE BEST!!,0,0,0,0,1
523,time for new sunshine n new CBDC to save environment n save world f,0,0,0,0,1
524,: Wen ?- Noteworthy Project- is an ambitious project to revolutionize cross-border asset trading.,0,0,1,0,0
525,: Wen ?- Noteworthy Project- is an ambitious project to revolutionize cross-border asset trading.,0,0,1,0,0
526,: Hayat ilmek ilmek ilediBulatk ustc ye hepimizi iledilk balarken zenginlik hayeli rya idi d idiSonu h,0,0,0,0,1
527,: Bu insanlara yaattn en yakn zamanda aynsn yaadn grmek umuduyla bekliyorum ekik gzl iblis,0,0,0,0,1
528,: syanm kaderime deil sana Terrank kadere isyan olmazHrsza anak tutup mahvettin bizi Allah kahretsin he,0,0,0,0,1
529,: Sam and FTX are obviously well connected to this administration. Gary Gensler and the SEC havent even pursu,1,0,0,0,0
530,: Wen ?- Noteworthy Project- is an ambitious project to revolutionize cross-border asset trading.,0,0,1,0,0
531,We are all in . to the moon RACA S THE B,0,0,0,0,1
532,: Sam and FTX are obviously well connected to this administration. Gary Gensler and the SEC havent even pursu,1,0,0,0,0
533,: Sam and FTX are obviously well connected to this administration. Gary Gensler and the SEC havent even pursu,1,0,0,0,0
534,syanm kaderime deil sana Terrank kadere isyan olmazHrsza anak tutup mahvettin bizi Allah kahr,0,0,0,0,1
535,"How much does own, and why was this not disclosed",0,0,0,0,1
536,: Wen ?- Noteworthy Project- is an ambitious project to revolutionize cross-border asset trading.,0,0,1,0,0
537,: Sam and FTX are obviously well connected to this administration. Gary Gensler and the SEC havent even pursu,1,0,0,0,0
538,: Wen ?- Noteworthy Project- is an ambitious project to revolutionize cross-border asset trading.,0,0,1,0,0
539,Bu insanlara yaattn en yakn zamanda aynsn yaadn grmek umuduyla bekliyorum ekik gzl ibl,0,0,0,0,1
540,: I use to think would purposely FUD ripple and XRP. Now I know hes just stupid.,0,0,0,1,0
541,: I use to think would purposely FUD ripple and XRP. Now I know hes just stupid.,0,0,0,1,0
542,Hayat ilmek ilmek ilediBulatk ustc ye hepimizi iledilk balarken zenginlik hayeli rya idi d id,0,0,0,0,1
543,: Wen ?- Noteworthy Project- is an ambitious project to revolutionize cross-border asset trading.,0,0,1,0,0
544,: Sam and FTX are obviously well connected to this administration. Gary Gensler and the SEC havent even pursu,1,0,0,0,0
545,Sam and FTX are obviously well connected to this administration. Gary Gensler and the SEC havent even,1,0,0,0,0
546,: Wen ?- Noteworthy Project- is an ambitious project to revolutionize cross-border asset trading.,0,0,1,0,0
547,More and more crypto enthusiasts join,0,0,0,0,1
548,: Wake Up Call: Ex-SEC Chair Among Advisers in FTX Bankruptcy,0,1,0,0,0
549,Wake Up Call: Ex-SEC Chair Among Advisers in FTX Bankruptcy,0,1,0,0,0
550,: ... and will be the standard for cross border settlements.,0,0,0,0,1
551,: Wen ?- Noteworthy Project- is an ambitious project to revolutionize cross-border asset trading.,0,0,1,0,0
552,: Wen ?- Noteworthy Project- is an ambitious project to revolutionize cross-border asset trading.,0,0,1,0,0
553,Wen ?- Noteworthy Project- is an ambitious project to revolutionize cross-border asset trading,0,0,1,0,0
554,: Come in and talk all things DeFi with us! $FEG,0,0,1,0,0
555,: I use to think would purposely FUD ripple and XRP. Now I know hes just stupid.,0,0,0,1,0
556,They took Ripple to court. Not XRP. You cant sue a decentralised cryptocurrency. But you a,1,0,0,0,0
557,: I use to think would purposely FUD ripple and XRP. Now I know hes just stupid.,0,0,0,1,0
558,Tether stablecoins is next... Their funds are running low after massive cash out. Good luck,0,0,0,1,0
559,: I use to think would purposely FUD ripple and XRP. Now I know hes just stupid.,0,0,0,1,0
560,"I don't see the reason why FTX issue should affect the crypto market and exchange, In SEC took XRP",1,0,0,0,0
561,: Come in and talk all things DeFi with us! $FEG,0,0,1,0,0
562,DeFi Metaverse . UrustGlobal Ripple,0,0,0,0,1
563,yuga labs is the ripple to xrp of bayc.get rekt npc,0,0,0,0,1
564,"WHALE WATCHER (134,818,654 USD) transferred from to unknown walle",0,0,0,0,1
565,: Come in and talk all things DeFi with us! $FEG,0,0,1,0,0
566,The introduction of retail and wholesale CBDCs begs the question of whether privately-issued stablecoins will be ab,1,0,0,0,0
567,: I use to think would purposely FUD ripple and XRP. Now I know hes just stupid.,0,0,0,1,0
568,"Speakers:- Jorn Lambert, Mastercard- Brad Garlinghouse, Ri",0,0,0,0,1
569,Good morning to everyone except the people who thought they could ripoff the elderly and get away with,0,0,0,0,1
570,Incorrect. There is only million $btc. No one can print it. People will be using,0,0,0,1,0
571,Yeah.. You'll be using XRP directly or indirectly by .. No way around it.. Pack your bags don't be stupid.,0,0,0,0,1
572,Defi+DAO+NFT=2022 game changer in crypto space. $DOD the truly unique innovative project you c,0,0,0,0,1
573,I love your persistency. $xrp to the literal moon.,0,0,0,0,1
574,When will you announce your partnership with XRP?,0,0,0,0,1
575,URGENT: Can someone please replace Lau's face with ? This is how I imagine Sam Bankman-Fried will be pulled,0,0,0,0,1
576,: I use to think would purposely FUD ripple and XRP. Now I know hes just stupid.,0,0,0,1,0
577,: can we get an amicus brief from you mate in support of ? Unless you feel all other cry,0,0,0,0,1
578,: I use to think would purposely FUD ripple and XRP. Now I know hes just stupid.,0,0,0,1,0
579,"Yes, I would have to agree. Seems very likely that all will use that run on $XRP Ledger and/or",0,1,0,0,0
580,: Because the SEC will probably lose the Ripple case right about the time the FTX,1,0,0,0,0
581,Because the SEC will probably lose the Ripple case right about the time the,1,0,0,0,0
582,: I use to think would purposely FUD ripple and XRP. Now I know hes just stupid.,0,0,0,1,0
583,: I use to think would purposely FUD ripple and XRP. Now I know hes just stupid.,0,0,0,1,0
584,: ... and will be the standard for cross border settlements.,1,0,0,0,0
585,: Come in and talk all things DeFi with us! $FEG,0,0,1,0,0
586,"If that happen, only XRP ledger can support that volume with fast transactions",0,0,1,0,0
587,Remind us again how ripple and xrp were a scam. Never forget pizza box boy,0,0,0,1,0
588,: I use to think would purposely FUD ripple and XRP. Now I know hes just stupid.,0,0,0,1,0
589,: I use to think would purposely FUD ripple and XRP. Now I know hes just stupid.,0,0,0,1,0
590,Check out the new coming soon with app to be launched in December!,0,0,1,0,0
591,: Daaamn that was the best interview I've ever seen on that show &amp; could not make h,0,0,0,0,1
592,: ... and will be the standard for cross border settlements.,1,0,0,0,0
593,"Soo, everyboody's printing free,mak",0,0,0,0,1
594,Daaamn that was the best interview I've ever seen on that show &amp; could n,0,0,0,0,1
595,"What exactly makes BTC more important than ETH, HBAR, ADA, or XRP?",0,0,0,1,0
596,: Come in and talk all things DeFi with us! $FEG,0,0,1,0,0
597,: ... and will be the standard for cross border settlements.,1,0,0,0,0
598,My apologies - I didn't realize you were one of the people grifting.,0,0,0,0,1
599,or it may be that you're trying to understand this space from others who don't.,0,0,0,0,1
600,: can we get an amicus brief from you mate in support of ? Unless you feel all other cry,0,0,0,0,1
601,Fiat to Crypto onramp-offramp . UrustGlobal Ripple Liquidity Hub,0,0,0,0,1
602,: Come in and talk all things DeFi with us! $FEG,0,0,1,0,0
603,: ... and will be the standard for cross border settlements.,1,0,0,0,0
604,And it won't be through natural adoption you crazy lunatic. WEF got your back on this one so I believe.,0,0,0,0,1
605,: ... and will be the standard for cross border settlements.,1,0,0,0,0
606,for sure..india + china. SEC will still b fighting Ripple tho ..,1,0,0,0,0
607,: Come in and talk all things DeFi with us! $FEG,0,0,1,0,0
608,: I use to think would purposely FUD ripple and XRP. Now I know hes just stupid.,0,0,0,1,0
609,: Come in and talk all things DeFi with us! $FEG,0,0,1,0,0
610,: I use to think would purposely FUD ripple and XRP. Now I know hes just stupid.,0,0,0,1,0
611,: Come in and talk all things DeFi with us! $FEG,0,0,1,0,0
612,Most Awaited Presale Live! Be ready for Sales Live On Launc,0,0,0,0,1
613,Most Awaited Presale Live! Be ready for Sales Live On LaunchpadD,0,0,0,0,1
614,: I use to think would purposely FUD ripple and XRP. Now I know hes just stupid.,0,0,0,1,0
615,I was frustrated at first because they had warnerbros verified instagram account etc but whe,0,0,0,0,1
616,I use to think would purposely FUD ripple and XRP. Now I know hes just stupid.,0,0,0,1,0
617,: Come in and talk all things DeFi with us! $FEG,0,0,1,0,0
618,: ... and will be the standard for cross border settlements.,1,0,0,0,0
619,What price do you think xrp will reach,0,0,0,0,1
620,cardano (Ada)is a hodl coin dont expect it to make money like xrp bnb etc,0,0,0,1,0
621,: Come in and talk all things DeFi with us! $FEG,0,0,1,0,0
622,: Come in and talk all things DeFi with us! $FEG,0,0,1,0,0
623,Live on PancakeSwapWatch the amount of $XRP grow in your wallet as Xrp Classic holders automaticall,0,0,0,1,0
624,: Come in and talk all things DeFi with us! $FEG,0,0,1,0,0
625,: Come in and talk all things DeFi with us! $FEG,0,0,1,0,0
626,Dude you hate on XRP while these people taom the streets of CT. Bad look for you,0,0,0,0,1
627,"Xrp Classic's uniqueness, will be highlighted by its appeal to many across the world,",0,0,1,0,0
628,haha... million of bitcoins.. but it will be XRP,0,0,0,0,1
629,can we get an amicus brief from you mate in support of ? Unless you feel all ot,0,0,0,0,1
630,: ... and will be the standard for cross border settlements.,1,0,0,0,0
631,: ... and will be the standard for cross border settlements.,1,0,0,0,0
632,", have you considered filing an amicus brief in support of Ripple? If not, wha",0,0,0,0,1
633,How you see the LBRY lawsuit affecting XRP?,1,0,0,0,0
634,: ... and will be the standard for cross border settlements.,1,0,0,0,0
635,: ... and will be the standard for cross border settlements.,1,0,0,0,0
636,: Come in and talk all things DeFi with us! $FEG,0,0,1,0,0
