id,clean_text,Political,Economic,Technical,Market,Other,,
734,: and Binance are single-handedly saving the entire crypto industry,0,0,0,1,0,,
735,"After the spectacular crash n burn by &amp; his cronies, I'm expecting less market manipulation &amp; les",0,0,0,1,0,,
736,Xrp will never be frozen or postponed,0,0,0,0,1,,
737,If you listen to that whole space you will notice said we need t,0,0,0,0,1,,
738,) I tuned yesterday into the huge spaces that CZ talked at with &amp; others. was mind bogglin,0,0,0,0,1,,
739,: Binance to launch recovery fund after Ftx collapse rocks sectorSource : London South EastLink :,0,0,0,1,0,,
740,I believe has good intentions but he could got caught next week and tank the entire,0,0,0,0,1,,
741,Buy and HOLD will reach $ soon.,0,0,0,0,1,,
742,Stand for right and tell people $XRP is a standard and you are with and,0,0,0,0,1,,
743,: and Binance are single-handedly saving the entire crypto industry,0,0,0,1,0,,
744,No theyre not. bankrolling them means the assets arent fine.,0,0,0,0,1,,
745,You missed BTC You missed DOGE You missed XRP You missed ETH Yo,0,0,0,1,0,,
746,: and Binance are single-handedly saving the entire crypto industry,0,0,0,1,0,,
747,is hosting a Twitter space today which could cause some volatility in the,0,0,0,0,1,,
748,Put up an address wallet enable all the tip bot like or made one official tip bot fo,0,0,1,0,0,,
749,Binance to launch recovery fund after Ftx collapse rocks sectorSource : London South EastLink :,0,0,0,1,0,,
750,Order book auto-bridging uses XRP to deepen liquidity for tokens in the decentralized exchange by using,0,0,0,1,0,,
751,: and Binance are single-handedly saving the entire crypto industry,0,0,0,1,0,,
752,: Congrats and Keep it coming!!!! Unreal! Changing the game!,0,0,0,0,1,,
753,: What do you think about the lawsuit? Do you believe beating the SEC will help against tough reg,1,0,0,0,0,,
754,"$TWT CEO will be speaking at the event your keys, your cryptos",0,0,0,0,1,,
755,Talking about Jed ? Bro you need a serious update on what ripple is already doing,0,0,0,0,1,,
756,respect for your sir..maybe or can join for,0,0,0,0,1,,
757,Is Ripple going to pull resource with Binance?,0,0,0,1,0,,
758,I think recent tweet of has brought some excitement back in market. Lets see how it plays out. I feel,0,1,0,0,0,,
759,: What do you think about the lawsuit? Do you believe beating the SEC will help against tough reg,1,0,0,0,0,,
760,What do you think about the lawsuit? Do you believe beating the SEC will help against toug,1,0,0,0,0,,
761,Ripple ( XRP ODL XCURRENT XRAPID )is the best,0,0,0,0,1,,
762,What about labs the need some for there court case as they not allowed to use funds raises by xrp now,1,0,0,0,0,,
763,This is a joke lol really. Just implement RIPPLE Xrp if you need liquidity,0,0,0,1,0,,
764,Ripple and Binance doing work in this space.,0,0,0,1,0,,
765,"Nothing good from xrp ripple, many got ripped off by xrp Ceo and teams because they dum",0,0,0,1,0,,
766,: and Binance are single-handedly saving the entire crypto industry,0,0,0,1,0,,
767,: and Binance are single-handedly saving the entire crypto industry,0,0,0,1,0,,
768,A small heckup could be worth alote of money. tips,0,0,0,0,1,,
769,: and Binance are single-handedly saving the entire crypto industry,0,0,0,1,0,,
770,Bak ona hak veririm. Ben geen sene xrp $ den bozarken binance de bizimkiler da bozm,0,0,0,0,1,,
771,: and Binance are single-handedly saving the entire crypto industry,0,0,0,1,0,,
772,Time to break bread with Ripple.,0,0,0,1,0,,
773,"Ben litecoin, xrp, btc haricinde ylnda salam kalacak sadece bilemedin adet kala",0,0,0,0,1,,
774,Buy and hold! We're about to go to the moon!,0,0,0,0,1,,
775,: and Binance are single-handedly saving the entire crypto industry,0,0,0,1,0,,
776,Buy and hold! We're about to go to the moon!,0,0,0,0,1,,
777,Ayrca binance kertemez nk zamannda de bilirsin. Dnyann en iyi kripto borsas,0,0,0,0,1,,
778,: and Binance are single-handedly saving the entire crypto industry,0,0,0,1,0,,
779,: and Binance are single-handedly saving the entire crypto industry,0,0,0,1,0,,
780,and Binance are single-handedly saving the entire crypto industry,0,0,0,1,0,,
781,"""Great Giveaway, good luck to me""",0,0,0,0,1,,
782,"DeFi, and even Finance in Metaverse systems, require interoperability. Urust builds atop Rippl",0,0,1,0,0,,
783,DeFi Metaverse . UrustGlobal Ripple,0,0,0,0,1,,
784,"XRP would be a dollar candidate, and that would pump up XRP price to $1",0,0,0,1,0,,
785,. This type of extensive analysis is something I tend to share in the Rekt Capital NewsletterIf you liked thi,0,1,0,0,0,,
786,. What's interesting about the scenario of a % post-Death Cross crash however is that it would result in a $,0,0,0,1,0,,
787,".And what would reach if BTC were to repeat a % crash post-Death Cross?This would result in a ~$11,50",0,0,0,1,0,,
788,.What price point would reach if BTC were to repeat a % crash post-Death Cross?This would result in a,0,0,0,1,0,,
789,.This would suggest that the bottom is not yet inBut let's go one step further for the sake of discourse,0,0,0,1,0,,
790,. So since has crashed % since November '21 prior to the Death Cross...$BTC could retrace a bit more,0,0,0,1,0,,
791,.Summary:2013: drops % pre-Death Cross BTC drops extra % post-DC2017: % pre-DC %,0,0,0,0,1,,
792,".So what could this mean for going forward?To answer that question, let's keep in mind the following key",0,0,0,0,1,,
793,. Secondly but most importantly - the January '22 Death Cross has preceded deeper downside$BTC is curren,0,0,0,1,0,,
794,". Firstly, January '22 Death Cross occurred days post BTC peakVery similar to July '21 Death Cross wh",0,0,0,1,0,,
795,".Therefore, March &amp; July deviated from the historical tendency that suggests that Death Crosses",0,0,0,1,0,,
796,". Firstly, the July Death Cross occurred days after the May crashThat's much quicker than h",0,0,0,1,0,,
797,".Moreover, July once again showed that Death Crosses can precede generational bottomsWhen $BTC peak",0,0,0,1,0,,
798,".Of course, a few DCs that occurred during late &amp; early didn't precede much downsideIn fact, the Ma",0,0,0,0,1,,
799,". In sum, when $BTC peaked in June ...Price had already dropped by % before the Death CrossOnce the",0,0,0,1,0,,
800,". But once the Death Cross took place, dropped an additional % to the downsideIn sum when $BTC peaked",0,0,0,1,0,,
801,". Let's now take a look at another historical Death Cross period:When $BTC peaked in June , it took da",0,0,0,1,0,,
802,". In sum, when peaked in ...BTC dropped % in days until the Death Cross happenedAnd when the",0,0,0,1,0,,
803,". Yes, dropped % before the Death Cross actually occurredBut once the Death Cross happened, $BTC exper",0,0,0,1,0,,
804,". In sum, when peaked in ...BTC dropped % in days until the Death Cross happenedAnd when the",0,0,0,1,0,,
805,.But notice how it takes a significant amount of time for to actually perform a bearish Death Cross (red),0,0,0,1,0,,
806,.A bullish Golden Cross occurs when the EMA (blue) crosses OVER the EMA (black)Golden Crosses precede l,0,0,0,1,0,,
807,is down % since the Death Cross occurred in early Jan '22History suggests that whenever a Death Cross occ,0,0,0,1,0,,
808,BTCON ETHERRUM DOGE DOGECON CZFTX EKLDE OLDUGUNU H BR ZAMAN UNUTM,0,0,0,0,1,,
809,": Since twitter purchase from and , real changes have taken place.In a short period of time. Way m",0,1,0,0,0,,
810,We are all in . to the moon RACA S THE BEST!!,0,0,0,0,1,,
811,": Since twitter purchase from and , real changes have taken place.In a short period of time. Way m",0,1,0,0,0,,
812,"Since twitter purchase from and , real changes have taken place.In a short period of time.",0,1,0,0,0,,
813,: We are a very big family. Let's grow our family. Let's tweet as many times as we can each day. Let's follow each other and,0,0,0,0,1,,
814,anlatklar projeden birinin olma ihtimali acaba ne kadar yksek ?,0,0,0,0,1,,
815,: DEX coming next weekAre you ready With tweet earn doge is already live Dapp - ht,0,0,0,1,0,,
816,": Legends At Work In Full FORCEEEEYou Are About To Given The Opportunity To;""Monetize Your Tweets &amp; The N",0,0,0,0,1,,
817,"so you equate ETHEREUM with DOGE coin in this ""it is ONLY BITCOIN!"" twitter dump?",0,0,0,1,0,,
818,": Yeah tell all people why you love centralized shitcoins. And more promotion about Shiba Inu, Doge and others mem",0,0,1,0,0,,
819,: We are a very big family. Let's grow our family. Let's tweet as many times as we can each day. Let's follow each other and,0,0,0,0,1,,
820,Good morning from and its community of and the led by the best Dev.,0,0,0,0,1,,
821,"Unfortunately, the world will encounter more and more people like these on the mar",0,0,0,0,1,,
822,: We are a very big family. Let's grow our family. Let's tweet as many times as we can each day. Let's follow each other and,0,0,0,0,1,,
823,: ;A NEXT LEVEL DEFI UTILITY TO BE RELEASED IN BETA IN HRS,0,0,0,0,1,,
824,: Bull Run INCOMING ;A NEXT LEVEL DEFI UTILITY TO BE RELEASED IN BETA IN HRS,0,0,0,1,0,,
825,;A NEXT LEVEL DEFI UTILITY TO BE RELEASED IN BETA IN HRS,0,0,1,0,0,,
826,Still a doge fee to take $doge off his exchange. He updates that to,0,0,0,0,1,,
827,: We are a very big family. Let's grow our family. Let's tweet as many times as we can each day. Let's follow each other and,0,0,0,0,1,,
828,"same. doge to the moon. cz is really genius, i believe he will the last man s",0,0,0,1,0,,
829,: We are a very big family. Let's grow our family. Let's tweet as many times as we can each day. Let's follow each other and,0,0,0,0,1,,
830,: We are a very big family. Let's grow our family. Let's tweet as many times as we can each day. Let's follow each other and,0,0,0,0,1,,
831,"YO SUPPP, I THINK THIS YEAR IS YEAR. YOU KNOW WHY? DOGECOIN WAS BORN ON DEC , THEN LATER ON",0,0,0,0,1,,
832,: We are a very big family. Let's grow our family. Let's tweet as many times as we can each day. Let's follow each other and,0,0,0,0,1,,
833,: We are a very big family. Let's grow our family. Let's tweet as many times as we can each day. Let's follow each other and,0,0,0,0,1,,
834,"Yeah tell all people why you love centralized shitcoins. And more promotion about Shiba Inu, Doge and o",0,0,1,0,0,,
835,"Dogecoin, Bitcoin, BNB,Ethereum =Binance the most secured exchange!!!",0,0,0,1,0,,
836,"YO SUPPP, I THINK THIS YEAR IS YEAR. YOU KNOW WHY? DOGECOIN WAS BORN ON DEC , THEN LATER ON",0,0,0,0,1,,
837,": When the market is this low,fill your bag and make sure you have in your bag. will be your biggest step in",0,0,0,1,0,,
838,Elon is not supporting direct but whatever he tweet becomes a new crypto proj,0,0,0,1,0,,
839,: We are a very big family. Let's grow our family. Let's tweet as many times as we can each day. Let's follow each other and,0,0,0,0,1,,
840,We are a very big family. Let's grow our family. Let's tweet as many times as we can each day. Let's follow each ot,0,0,0,0,1,,
841,This news is what's killing baby doge coin . You are a killer my friend.,0,0,0,1,0,,
842,agreed. Elon and CZ I remember how Elon playing with Doge,0,1,0,0,0,,
843,So what? Just because he has millions which he has NOT made of c,0,0,0,0,1,,
844,: DEX coming next weekAre you ready With tweet earn doge is already live Dapp - ht,0,0,0,0,1,,
845,": 't Forget talk about Twitter Blue tick, Avatar Blue NFT,Hype to $BLUE BLUE DOGE Renounced Own / L",0,0,0,0,1,,
846,"'t Forget talk about Twitter Blue tick, Avatar Blue NFT,Hype to $BLUE BLUE DOGE Renou",0,0,0,0,1,,
847,"Koin yang bisa dipercaya hanya $DOGE kalau bukan sekarang kapan lagi, kalau bukan kita siapa lagi",0,0,0,0,1,,
848,dont lock your baby doge in farm i lock my b coins and after weeks i harvest b coins and when,0,0,0,0,1,,
849,Koin yang bisa dipercaya hanya $DOGE,0,0,0,0,1,,
850,Check out my item listing on OpenSea! araclyla,0,0,0,0,1,,
851,Hey &amp; not include an unique for verified accounts?Let's start a twitter OG,0,0,0,0,1,,
852,Check out my new item on OpenSea! via,0,0,0,0,1,,
853,: Bull Run INCOMING ;A NEXT LEVEL DEFI UTILITY TO BE RELEASED,0,0,0,1,0,,
854,We are all in . to the moon RACA S THE BEST!!,0,0,0,0,1,,
855,: DEX coming next weekAre you ready With tweet earn doge is already live Dapp - ht,0,1,0,0,0,,
856,"Back to my bitcoins, all my fortune for years, and I have a year old daughte",0,0,0,0,1,,
857,"coinbase was done with luna crashing, and has so much illegal funds built in its ridic",0,0,0,1,0,,
858,"Football + Doge = minifootball tokenlisted on : Lbank digifinex,",0,0,0,1,0,,
859,: Doge Aur Shiba ko Serious mat lijiye Ye sabi mil kr market ko dump aur pump kr rhe hai..,0,0,0,0,1,,
860,"so SBF owns SELECTA Philippine?, It's a Milk business, We got Milk! lol!",0,0,0,0,1,,
861,Seguro dijiste lo mismo sobre Doge alguna vez.,0,0,0,0,1,,
862,": When the market is this low,fill your bag and make sure you have in your bag. will be your biggest step in",0,0,0,1,0,,
863,Football + Doge = minifootball tokenlisted on : Lbank digifin,0,0,0,0,1,,
864,"Football + Doge = minifootball tokenlisted on : Lbank digifinex, coinsbit Cointiger, bk",0,0,0,0,1,,
865,: DEX coming next weekAre you ready With tweet earn doge is already live Dapp - ht,0,0,0,1,0,,
866,Bull Run INCOMING ;A NEXT LEVEL DEFI UTILITY TO BE RELEASED,0,0,0,1,0,,
867,: IS COMING TO BURN THE CRYPTO MARKET...,0,0,0,1,0,,
868,$FLOKIM is here to bring a change.Dapp &amp; NFTS P2E game50% burne,0,0,0,0,1,,
869,: IS COMING TO BURN THE CRYPTO MARKET...,0,0,0,1,0,,
870,": When the market is this low,fill your bag and make sure you have in your bag. will be your biggest step in",0,0,0,1,0,,
871,": Learning about crypto can be hard, thankfully there are some who are trying to change that not just for but the whol",0,0,0,0,1,,
872,: IS COMING TO BURN THE CRYPTO MARKET...,0,0,0,1,0,,
873,IS COMING TO BURN THE CRYPTO MARKET...,0,0,0,1,0,,
874,Anti-crypto people please shut up...and lose your grave....and don't interfere in crypto and bitcoin market...you t,0,0,0,0,1,,
875,: $DGTV is going to moon hard imo,0,0,0,0,1,,
876,": Let the BullRun Begins Charts suggest the market could rally through mid-December, Jim Cramer says - CNBCThen is",0,0,0,1,0,,
877,"Football + Doge = minifootball tokenlisted on : Lbank digifinex, coinsbit Cointiger, bke",0,0,0,1,0,,
878,I see $MASK hitting $ once Elon Musk plan on integration of web3 into Twitter. Remember BNB+DOGE+MASK. Why else,0,1,0,0,0,,
879,Football + Doge = minifootball token,0,0,0,1,0,,
880,please ! donate with crypto for your election campaign.,0,0,0,0,1,,
881,: Our Ama Live at Binance Live : https:,0,0,0,0,1,,
882,: DEX coming next weekAre you ready With tweet earn doge is already live Dapp - ht,0,0,0,0,1,,
883,: DEX coming next weekAre you ready With tweet earn doge is already live Dapp - ht,0,0,0,0,1,,
884,"CR will invite the doctor Short ETH together , Doge is the real Bitcoin",0,0,0,1,0,,
885,I staked lovely coins on Butmart for long time.,0,0,0,0,1,,
886,Digital currency here to stay. Contactless crypto payments and broader social media utility - just around the corne,0,0,1,0,0,,
887,: became the doge killer. Next will be the matic killer.The mesh will surpass the polygon mesh and,0,0,0,1,0,,
888,: We have to protect people like and,0,0,0,0,1,,
889,Grab a bag of $LINU No broken pr,0,0,0,0,1,,
890,": When the market is this low,fill your bag and make sure you have in your bag. will be your biggest step in",0,0,0,1,0,,
891,We have to protect people like and,0,0,0,0,1,,
892,": FUTURE IS BRIGHT THE FUTURE IS $FLOKI400,000 ,",0,0,0,1,0,,
893,Do you support trustwallet coin like Elon Musk 's doge coin ...?,0,1,0,0,0,,
894,": Let the BullRun Begins Charts suggest the market could rally through mid-December, Jim Cramer says - CNBCThen is",0,0,0,1,0,,
895,: became the doge killer. Next will be the matic killer.The mesh will surpass the polygon mesh and,0,0,0,0,1,,
896,elon and Cz go to analyze the crypto market..,0,0,0,1,0,,
897,: DEX coming next weekAre you ready With tweet earn doge is already live Dapp - ht,0,0,0,1,0,,
898,"Football + Doge = minifootball tokenlisted on : Lbank digifinex, coinsbit Cointiger, bke",0,0,0,1,0,,
899,": Only accounts registered for monetisation qualifies, and must pay twitter an annual fee. Or c",0,0,0,0,1,,
900,: Our Ama Live at Binance Live : https:,0,0,0,0,1,,
901,": Let the BullRun Begins Charts suggest the market could rally through mid-December, Jim Cramer says - CNBCThen is",0,0,0,0,1,,
902,: YEN ALIMLAR NEDEN GELMYOR ? MLYARDERLER SALAK MI PARANIN P OLMA HTMAL OLAN BR YERE PARA YATIRMAZLAR..,0,0,0,1,0,,
903,"Let the BullRun Begins Charts suggest the market could rally through mid-December, Jim Cramer says - CNBCThen",0,0,0,0,1,,
904,"Arkadalar hocann ye takt gibi, ben de bu aralar ye takm durumdaym.",0,0,0,1,0,,
905,"Only accounts registered for monetisation qualifies, and must pay twitter an annual fee. O",0,0,0,0,1,,
906,Please I bought all my worth in dogecoin what now! my family my children!,0,0,0,0,1,,
907,": When the market is this low,fill your bag and make sure you have in your bag. will be your biggest step in",0,0,0,0,1,,
908,Neden hala e direk dolar yollayip cekemiyoruz? Neden bir hissenin / kriptonun ist,0,0,0,1,0,,
909,To say contributed to the collapse would mean Elon contributed to BTC collapse or markets,0,0,0,0,1,,
910,"When the market is this low,fill your bag and make sure you have in your bag. will be your biggest",0,0,0,1,0,,
911,: One of the coins Binance has made a deal with coin very soon coin on Binance $doge,0,0,0,1,0,,
912,: YEN ALIMLAR NEDEN GELMYOR ? MLYARDERLER SALAK MI PARANIN P OLMA HTMAL OLAN BR YERE PARA YATIRMAZLAR..,0,0,0,0,1,,
913,knows is truth and is shady af!! $tsla $btc $ltc $doge,0,0,0,0,1,,
914,"Crypto Hack- ""MUST WATCH VIDEO"" via",0,0,0,0,1,,
915,F**k off !! is the best to the moon are you copy paste,0,0,0,0,1,,
916,Have been hearing for a long time finally bought doge coin touted by Papa Elon,0,0,0,0,1,,
917,: DEX coming next weekAre you ready With tweet earn doge is already live Dapp - ht,0,0,0,0,1,,
918,Please send me contract of baby doge,0,0,0,0,1,,
919,One of the coins Binance has made a deal with coin very soon coin on Binance,0,0,0,1,0,,
920,: I can't wait to see integrating this utilities project where,0,0,0,0,1,,
921,": is the biggest coming thing in the crypto space, it's a like memecoin is the",0,0,0,1,0,,
922,": Buy ,the next top tier memecoin and enjoy the passive income in I'm personally using Metam",0,0,0,0,1,,
923,Keep your Doge safe in a Secure Personal Wallet. your Doge will smile.,0,0,0,0,1,,
924,We are ready for new year and we are together for a long time,0,0,0,0,1,,
925,"Dev dm me for KYC, Audit &amp; Marketing",0,0,0,0,1,,
926,"your end is coming, your water is warm, the USA will drop your notebook",0,0,0,0,1,,
927,: So us ur proof of reserve of $DOGE to reward fam,0,0,0,0,1,,
928,: DEX coming next weekAre you ready With tweet earn doge is already live Dapp - ht,0,0,0,0,1,,
929,Buy and wait pump. Will reach $ soon,0,0,0,0,1,,
930,We are all in . to the moon RACA S THE BEST!!,0,0,0,0,1,,
931,"FTX contagion blowing over onto dcg&gt;genesis&gt;Gemini exchange.. whose next?..If close to crypto bottom, I also did bu",0,0,0,1,0,,
932,You need to tell hearing committee that if you traded $TSLA so that can keep pumping,0,1,0,0,0,,
933,Now you wait join Doge to Twitter and you will see,0,0,1,0,0,,
934,"Correct! My Doge is snuggled in My personal wallet, warm and safe. feel the love?",0,0,0,0,1,,
935,: It's Happening! of . Limited Mint Music Edition on Sale NOW!!,0,0,0,0,1,,
936,: is the greatest utility ever in crypto imo. Im chilling on my Apple TV watching a documentary thanks to $DGTV fo,0,0,0,1,0,,
937,"FUTURE IS BRIGHT THE FUTURE IS $FLOKI400,000",0,0,0,1,0,,
938,Probably because they wrap their BS $BNB coins around other coins like . Isn't that right ??,0,0,0,0,1,,
939,can I also trasfer doge and other cryptos? Instead of options available,0,0,0,0,1,,
940,: DEX coming next weekAre you ready With tweet earn doge is already live Dapp - ht,0,0,0,0,1,,
941,"Lets bro's save us, MAKE $ AGAIN.",0,0,0,0,1,,
942,: DEX coming next weekAre you ready With tweet earn doge is already live Dapp - h,0,0,0,0,1,,
943,: DEX coming next weekAre you ready With tweet earn doge is already live Dapp - ht,0,0,0,0,1,,
944,We are all in . to the moon RACA S THE B,0,0,0,0,1,,
945,: is the greatest utility ever in crypto imo. Im chilling on my Apple TV watching a documentary thanks to $DGTV fo,0,0,0,0,1,,
946,: DEX coming next weekAre you ready With tweet earn doge is already live Dapp - ht,0,0,0,0,1,,
947,: is the greatest utility ever in crypto imo. Im chilling on my Apple TV watching a documentary thanks to $DGTV fo,0,0,0,0,1,,
948,I love and $doge in particular. Great chance to make !,0,0,0,0,1,,
949,is the greatest utility ever in crypto imo. Im chilling on my Apple TV watching a documentary thanks to,0,0,0,0,1,,
950,": Success means Shiba and Dogecoin, which will never be repeated againThanks to their developers who",0,0,0,0,1,,
951,"Success means Shiba and Dogecoin, which will never be repeated againThanks to their deve",0,0,0,1,0,,
952,: I can't wait to see integrating this utilities project where,0,0,0,1,0,,
953,"Doge can work as a currency, a means of exchange. But not as a storage of value. Bitcoin wi",0,0,1,0,0,,
954,"out your cryptos from exchange to here: your DOGE, safe your life""",0,0,0,1,0,,
955,"Bitcoin is the only real contender no? Mind you if Elon has his say, doge might be following along too.",0,0,0,1,0,,
956,: DEX coming next weekAre you ready With tweet earn doge is already live Dapp - ht,0,0,0,0,1,,
957,DEX coming next weekAre you ready tweet earn doge is already live,0,0,0,0,1,,
958,: So us ur proof of reserve of $DOGE to reward fam,0,0,0,0,1,,
959,: became the doge killer. Next will be the matic killer.The mesh will surpass the polygon mesh and,0,0,0,1,0,,
960,: DEX coming next weekAre you ready With tweet earn doge is already live Dapp - ht,0,0,0,0,1,,
961,The Latest &amp; Greatest &amp; More!,0,0,0,0,1,,
962,"The community is always there for stray animals. The older we get, the happier they will be",0,0,0,0,1,,
963,: DEX coming next weekAre you ready With tweet earn doge is already live Dapp - ht,0,0,0,0,1,,
964,AXL is great project.The benefits of the AXL project are really great.AXL project has everything and y,0,0,1,0,0,,
965,: DEX coming next weekAre you ready With tweet earn doge is already live Dapp - ht,0,0,0,0,1,,
966,: DEX coming next weekAre you ready With tweet earn doge is already live Dapp - ht,0,0,0,0,1,,
967,Thx for the info! Took out my dogecoin from the exchange.,0,0,0,0,1,,
968,became the doge killer. Next will be the matic killer.The mesh will surpass the polygon mesh,0,0,0,0,1,,
969,: Watching a documentary on my Apple TV thanks to $DGTV,0,0,0,0,1,,
970,: DEX coming next weekAre you ready With tweet earn doge is already live Dapp - ht,0,0,0,0,1,,
971,ola meu amigo sou so brasil vamos lista Baby Doge Coin,0,0,0,0,1,,
972,forgotten things will wake up strong $zhao $doge $cz,0,0,0,0,1,,
973,they love only centralized shitcoins where is hype. Then dump,0,0,0,0,1,,
974,: % Doge Rewards. Come join the movement to celebrate Doge's th bday.,0,0,0,0,1,,
975,: DEX coming next weekAre you ready With tweet earn doge is already live Dapp - ht,0,0,0,1,0,,
976,So us ur proof of reserve of $DOGE to reward fam,0,0,0,0,1,,
977,"If you find another microcap with year LP lock and audit let me know. Until then, BLUE DOGE it is!",0,0,0,1,0,,
978,: DEX coming next weekAre you ready With tweet earn doge is already live Dapp - ht,0,0,0,0,1,,
979,"Baby Doge, doo, doo, doo, doo, doo,Baby Doge, doo, doo, doo, doo, doo,Baby Doge, doo, doo, doo, doo, doo,Baby Doge",0,0,0,0,1,,
980,- You missed $BTC - You missed $DOGE - You missed $XRP,0,0,0,1,0,,
981,: DEX coming next weekAre you ready With tweet earn doge is already live Dapp - ht,0,0,0,0,1,,
982,: Is it a coincidence that Binance's Abu Dhabi information and wadzpay's Abu Dhabi informat,0,0,0,0,1,,
983,The most undervalued gem is $BLUE DOGE. Its gonna melt faces!,0,0,0,0,1,,
984,: DEX coming next weekAre you ready With tweet earn doge is already live Dapp - ht,0,0,0,0,1,,
985,We are all in . to the moon RACA S THE BEST!!,0,0,0,0,1,,
986,: DEX coming next weekAre you ready With tweet earn doge is already live Dapp - ht,0,0,0,0,1,,
987,"Proof of deposites. A third party crypto with no functionality other than btc, doge etc that all tokens invest",0,0,0,1,0,,
988,"will surperise everyone, will crazilly up to $5 also",0,0,0,0,1,,
989,": Rebuilding starts, to the moon says",0,0,0,0,1,,
990,: Hayat ilmek ilmek ilediBulatk ustc ye hepimizi iledilk balarken zenginlik hayeli rya idi d idiSonu h,0,0,0,0,1,,
991,"Binance has send again old Dogecoin transactions to old HitBTC wallets, and now asks me to refund.",0,0,1,0,0,,
992,: Bu insanlara yaattn en yakn zamanda aynsn yaadn grmek umuduyla bekliyorum ekik gzl iblis,0,0,0,0,1,,
993,: syanm kaderime deil sana Terrank kadere isyan olmazHrsza anak tutup mahvettin bizi Allah kahretsin he,0,0,0,0,1,,
994,: DEX coming next weekAre you ready With tweet earn doge is already live Dapp - ht,0,0,0,1,0,,
995,: DEX coming next weekAre you ready With tweet earn doge is already live Dapp - ht,0,0,0,1,0,,
996,We are all in . to the moon RACA S THE B,0,0,0,0,1,,
997,: DEX coming next weekAre you ready With tweet earn doge is already live Dapp - ht,0,0,0,1,0,,
998,syanm kaderime deil sana Terrank kadere isyan olmazHrsza anak tutup mahvettin bizi Allah kahr,0,0,0,0,1,,
999,I don't look at the prices anymore for lifetime.I have simple target '100k' Before it I'm gonna accumulat,0,0,0,1,0,,
1000,Bu insanlara yaattn en yakn zamanda aynsn yaadn grmek umuduyla bekliyorum ekik gzl ibl,0,0,0,0,1,,
1001,: DEX coming next weekAre you ready With tweet earn doge is already live Dapp - ht,0,0,0,0,1,,
1002,Hayat ilmek ilmek ilediBulatk ustc ye hepimizi iledilk balarken zenginlik hayeli rya idi d id,0,0,0,0,1,,
1003,: DEX coming next weekAre you ready With tweet earn doge is already live Dapp - ht,0,0,0,0,1,,
1004,New to buy token: btc eth doge uni link matic atom Register on FAMEEX: you,0,0,0,0,1,,
1005,: DEX coming next weekAre you ready With tweet earn doge is already live Dapp - ht,0,0,0,0,1,,
1006,I can't wait to see integrating this utilities project,0,0,1,0,0,,
1007,"Another fall and rise again. Friends, would you please follow me, would you like my tweets, would you retweet, ple",0,0,0,0,1,,
1008,DEX coming next weekAre you ready With tweet earn doge is already live,0,0,0,0,1,,
1009,HODL &amp; Make Millions. Reward % :// !,0,0,0,0,1,,
1010,$MASK has been a good play lately.Just broke the resistance and retest in progress.Let's not forget a,0,0,0,1,0,,
1011,Doge - elons birthday + dogeWe are ready for the moon. Just launched toda,0,0,0,1,0,,
1012,You never know. might make dogecoin the default currency for Mars once he colonises it.,0,0,0,1,0,,
1013,": Stop waiting to decide that there is a better time to be happy than the ""moment"" you are in.Remember, tomorrow is not prom",0,0,0,0,1,,
1014,": Stop waiting to decide that there is a better time to be happy than the ""moment"" you are in.Remember, tomorrow is not prom",0,0,0,0,1,,
1015,You All are welcome to (pinkie lnu),0,0,0,0,1,,
1016,You All are welcome to (pinkie lnu),0,0,0,0,1,,
1017,"Rebuilding starts, to the moon says",0,0,0,0,1,,
1018,Hello crypto community lost all my savings in crash.Any donations to s,0,0,0,0,1,,
1019,": days until Doge turns years old! Join us for a big week of shilling, contests, and spreading the word about",0,0,0,1,0,,
1020,: % Doge Rewards. Come join the movement to celebrate Doge's th bday.,0,0,0,1,0,,
1021,ALL EYES ON $TWITTY BEST PROJECT ON BSC .,0,1,0,0,0,,
1022,"If you zoom out the NFT images clearly, you'll find out that they are completely hand drawn images with well fusion",0,0,1,0,0,,
1023,": How many of us are saying is ready to go to the moon in the upcoming Taurus run? If you believe this,show your str",0,0,0,0,1,,
1024,I really want to fly for $1 now...don't sell it,0,0,0,0,1,,
1025,What's the first thing you do when you see pumped ?Me: Open check tweets,0,0,0,0,1,,
1026,: Whats the progress on development ? Any idea what we are building and where we are ?,0,0,0,0,1,,
1027,: Whats the progress on development ? Any idea what we are building and where we are ?,0,0,0,0,1,,
1028,: Watching a documentary on my Apple TV thanks to $DGTV,0,0,0,0,1,,
1029,to the Rescue! $BTC $SHIB $BNB $DOGE $USDT,0,0,0,1,0,,
1030,will be explode in this year bib uncle bo,0,0,0,1,0,,
1031,"dear Elon musk coin is too big for our loss, when are you going to tweet about ?",0,0,0,1,0,,
1032,How many will use ? Even if it's only .5% of that doge will reach a dollar easily.,0,0,0,1,0,,
1033,Whats the progress on development ? Any idea what we are building and where we are ?,0,0,0,0,1,,
1034,Look at Elon Musk his missed Dogecoin rally is affecting his credibility as the crypto leader.,0,0,0,1,0,,
1035,Milo Inu has been working very hard! Milo's P2E is Coming! Check out the preview below,0,0,0,0,1,,
1036,": The more I see the work of the team, the more my hope and excitement increase.The more we make our voice heard and",0,0,0,0,1,,
1037,Doge Meme Coin NFT in hurry up ://,0,0,0,1,0,,
1038,"Bitcoin is pure trash. k for bitcoin, insane! Only Doge survives and thrives. You can bag on it all",0,0,0,1,0,,
